user_id, trial_type, target_distance, target_start_pos, sw_pos_x, sw_pos_y, sw_pos_z, sw_rot_x, sw_rot_y, sw_rot_z, sw_rot_w, finger_relative_pos_x, finger_relative_pos_y, finger_relative_pos_z, target_local_x, target_local_y, target_local_z, nr_of_clutches, is_panning, timestamp, task_number
user6,midair,medium,0_5,0.2919,0.9868,-0.1954,0.0686,-0.1875,-0.0220,-0.9796,0.0114,0.0408,-0.0280,0.0000,0.0005,0.5000,0,0,4.0111,12
user6,midair,medium,0_5,0.2913,0.9865,-0.1945,0.0685,-0.1851,-0.0215,-0.9801,0.0106,0.0408,-0.0266,0.0000,0.0005,0.5000,1,1,4.0589,12
user6,midair,medium,0_5,0.2907,0.9861,-0.1935,0.0685,-0.1829,-0.0205,-0.9805,0.0097,0.0409,-0.0252,-0.0017,0.0005,0.5028,1,1,4.0619,12
user6,midair,medium,0_5,0.2901,0.9857,-0.1927,0.0685,-0.1809,-0.0196,-0.9809,0.0089,0.0410,-0.0239,-0.0025,0.0005,0.5041,1,1,4.0640,12
user6,midair,medium,0_5,0.2896,0.9853,-0.1918,0.0685,-0.1789,-0.0187,-0.9813,0.0082,0.0411,-0.0227,-0.0032,0.0005,0.5053,1,1,4.0686,12
user6,midair,medium,0_5,0.2890,0.9850,-0.1910,0.0683,-0.1767,-0.0184,-0.9817,0.0076,0.0411,-0.0215,-0.0039,0.0005,0.5065,1,1,4.0866,12
user6,midair,medium,0_5,0.2885,0.9847,-0.1901,0.0681,-0.1746,-0.0182,-0.9821,0.0070,0.0411,-0.0204,-0.0045,0.0005,0.5076,1,1,4.1029,12
user6,midair,medium,0_5,0.2879,0.9845,-0.1892,0.0678,-0.1723,-0.0182,-0.9825,0.0064,0.0411,-0.0194,-0.0051,0.0005,0.5086,1,1,4.1197,12
user6,midair,medium,0_5,0.2874,0.9842,-0.1884,0.0675,-0.1701,-0.0184,-0.9829,0.0058,0.0411,-0.0184,-0.0056,0.0005,0.5096,1,1,4.1361,12
user6,midair,medium,0_5,0.2868,0.9840,-0.1876,0.0668,-0.1680,-0.0184,-0.9833,0.0052,0.0411,-0.0175,-0.0062,0.0005,0.5105,1,1,4.1520,12
user6,midair,medium,0_5,0.2863,0.9838,-0.1868,0.0662,-0.1659,-0.0184,-0.9837,0.0047,0.0411,-0.0166,-0.0067,0.0005,0.5114,1,1,4.1696,12
